Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Age_of_car,Avg_kms_per_yr
4400,Volkswagen Polo Petrol Highline 1.6L,Kolkata,2011,46000,Petrol,Manual,First,15.0,1598,103.0,5.0,2.35,13,22.874191944306315
4401,Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,16500,Petrol,Manual,First,23.0,1199,84.0,5.0,5.0,7,8.180466038671295
4402,Honda City i VTEC VX,Kolkata,2016,39000,Petrol,Manual,First,17.0,1497,117.0,5.0,6.95,8,19.345238095238095
4403,Honda Amaze V Petrol,Jaipur,2018,6000,Petrol,Manual,First,19.0,1199,86.0,5.0,6.7,6,2.9732408325074333
4404,Audi A4 35 TDI Premium,Hyderabad,2015,60000,Diesel,Automatic,First,17.0,1968,174.0,5.0,25.0,9,29.77667493796526
4405,Volkswagen Vento Petrol Highline AT,Chennai,2011,97320,Petrol,Automatic,First,14.0,1598,103.0,5.0,3.75,13,48.39383391347588
4406,Volkswagen Vento Diesel Trendline,Chennai,2011,99807,Diesel,Manual,First,20.0,1598,103.0,5.0,3.75,13,49.63053207359523
4407,Honda City 1.5 S MT,Pune,2013,46000,Petrol,Manual,First,17.0,1497,118.0,5.0,5.1,11,22.851465474416294
4408,Maruti Wagon R LXI,Mumbai,2010,12000,Petrol,Manual,First,22.0,998,67.0,5.0,2.45,14,5.970149253731344
4409,Skoda Superb 2.8 V6 AT,Kolkata,2005,13002,Petrol,Automatic,First,9.0,2771,193.0,5.0,3.25,19,6.484788029925187
4410,Honda City i DTEC SV,Kolkata,2014,26000,Diesel,Manual,First,26.0,1498,98.0,5.0,5.5,10,12.909632571996028
4412,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,27833,Diesel,Automatic,First,0.0,2987,165.0,5.0,49.24,8,13.806051587301587
4413,Maruti Alto 800 LXI,Kochi,2016,51639,Petrol,Manual,First,22.0,796,47.0,5.0,3.04,8,25.614583333333332
4414,Hyundai i20 Magna 1.2,Delhi,2015,21000,Petrol,Manual,First,18.0,1197,81.0,5.0,4.9,9,10.421836228287841
4415,Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,90000,Diesel,Manual,First,22.0,1498,89.0,5.0,6.25,11,44.70938897168406
4416,BMW 3 Series GT 320d Luxury Line,Hyderabad,2015,36255,Diesel,Automatic,First,19.0,1995,184.0,5.0,33.0,9,17.99255583126551
4417,BMW X5 xDrive 30d,Chennai,2011,58000,Diesel,Automatic,Second,11.0,2993,245.0,5.0,27.0,13,28.84137245151666
4418,Honda Amaze S i-Vtech,Coimbatore,2014,48997,Petrol,Manual,Second,18.0,1198,86.0,5.0,5.21,10,24.328202581926515
4419,Ford EcoSport 1.5 Ti VCT MT Titanium,Mumbai,2014,31130,Petrol,Manual,First,15.0,1499,110.0,5.0,5.75,10,15.456802383316782
4420,Jaguar XF 3.0 Litre S Premium Luxury,Coimbatore,2012,75668,Diesel,Automatic,First,14.0,2993,270.0,5.0,16.58,12,37.60834990059642
4421,Toyota Corolla 1.8 J,Delhi,2015,12000,Petrol,Manual,First,14.0,1798,138.0,5.0,11.0,9,5.955334987593052
4422,Hyundai i10 Sportz,Pune,2014,90000,Petrol,Manual,Second,20.0,1197,78.0,5.0,2.8,10,44.68718967229394
4423,Mercedes-Benz New C-Class C220 CDI Executive Edition,Kochi,2019,17320,Diesel,Automatic,First,15.0,2148,170.0,5.0,37.99,5,8.578504210004953
4424,Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2011,85000,Diesel,Manual,Second,20.0,1968,108.0,5.0,3.65,13,42.26752859273993
4425,Ford Endeavour 4x2 XLT,Hyderabad,2007,130000,Diesel,Manual,First,13.0,2499,141.0,7.0,6.0,17,64.77329347284504
4426,Ford Figo Petrol EXI,Coimbatore,2013,60328,Petrol,Manual,First,15.0,1196,70.0,5.0,4.54,11,29.969200198708396
4427,Honda Amaze S i-Vtech,Kochi,2015,34327,Petrol,Manual,First,18.0,1198,86.0,5.0,5.4,9,17.035732009925557
4428,Tata Indica Vista TDI LS,Mumbai,2014,75000,Diesel,Manual,First,19.0,1405,70.0,5.0,3.3,10,37.23932472691162
4429,Volvo XC60 D4 Summum,Hyderabad,2012,86000,Diesel,Automatic,Second,14.0,1985,163.0,5.0,18.25,12,42.74353876739563
4430,Datsun Redi GO Sport,Bangalore,2017,12000,Petrol,Manual,First,22.0,799,53.0,5.0,3.1,7,5.949429846306396
4431,Hyundai EON Era Plus,Kochi,2013,57759,Petrol,Manual,First,21.0,814,55.0,5.0,3.84,11,28.692995529061104
4432,Maruti Alto 800 VXI,Kolkata,2016,24300,Petrol,Manual,First,22.0,796,47.0,5.0,2.44,8,12.053571428571429
4433,Volkswagen Polo Petrol Trendline 1.2L,Bangalore,2011,66000,Petrol,Manual,Second,16.0,1198,73.0,5.0,3.6,13,32.819492789656884
4434,Hyundai i10 Asta,Mumbai,2015,75915,Petrol,Manual,First,20.0,1197,78.0,5.0,3.9,9,37.67493796526055
4435,Nissan Sunny 2011-2014 XL,Chennai,2013,107000,Petrol,Manual,Second,16.0,1498,97.0,5.0,2.9,11,53.1544957774466
4436,Toyota Corolla Altis G,Chennai,2008,86000,Petrol,Manual,Second,14.0,1798,138.0,5.0,3.5,16,42.82868525896414
4437,Hyundai Verna CRDi ABS,Chennai,2009,160000,Diesel,Manual,Second,18.0,1493,110.0,5.0,3.5,15,79.64161274265804
4438,Maruti Alto 800 2016-2019 LXI Optional,Jaipur,2019,3000,Petrol,Manual,First,24.0,796,47.0,5.0,3.5,5,1.485884101040119
4439,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,72495,Diesel,Manual,First,21.0,1396,88.0,5.0,7.0,9,35.977667493796524
4440,Hyundai Verna 1.6 CRDi AT S,Chennai,2016,33000,Diesel,Automatic,First,19.0,1582,126.0,5.0,8.7,8,16.36904761904762
4441,Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2014,60000,Diesel,Automatic,First,12.0,2967,241.0,7.0,45.0,10,29.791459781529294
4442,Tata Indica V2 eLS,Hyderabad,2016,80103,Diesel,Manual,First,25.0,1396,69.0,5.0,1.8,8,39.73363095238095
4443,Chevrolet Spark 1.0 LS,Kolkata,2007,42100,Petrol,Manual,First,18.0,995,62.0,5.0,0.99,17,20.97658196312905
4444,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,Petrol,Manual,First,18.0,1197,81.0,5.0,4.8,6,2.2299306243805748
4445,Toyota Fortuner 4x4 MT TRD Sportivo,Mumbai,2014,97000,Diesel,Manual,First,12.0,2982,169.0,7.0,17.95,10,48.162859980139025
4447,Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,Petrol,Manual,First,18.0,1197,81.0,5.0,5.66,7,25.395637084779374
4448,Honda City 1.5 S MT,Delhi,2009,64000,Petrol,Manual,First,17.0,1497,118.0,5.0,3.1,15,31.856645097063215
4449,Hyundai Elite i20 Petrol Asta,Kochi,2016,56911,Petrol,Manual,First,18.0,1197,81.0,5.0,6.54,8,28.2296626984127
4450,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2015,147848,Diesel,Manual,First,12.0,2494,102.0,8.0,13.2,9,73.37369727047147
4451,Ford Mustang V8,Kochi,2018,21290,Petrol,Automatic,First,13.0,4951,395.0,4.0,56.8,6,10.550049554013874
4452,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,Diesel,Automatic,First,11.0,2755,171.0,7.0,19.4,5,6.971768202080238
4453,Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,2007,75180,Petrol,Manual,First,18.0,1061,64.0,5.0,1.65,17,37.45889387144992
4454,Maruti Swift ZDi,Jaipur,2013,92000,Diesel,Manual,Second,22.0,1248,74.0,5.0,4.35,11,45.70293094883259
4455,Fiat Avventura MULTIJET Emotion,Hyderabad,2015,57266,Diesel,Manual,First,20.0,1248,91.0,5.0,6.5,9,28.41985111662531
4456,Maruti Zen Estilo VXI BSIII,Delhi,2007,64000,Petrol,Manual,First,18.0,998,67.0,5.0,1.11,17,31.888390632785253
4457,Renault Duster 85PS Diesel RxL,Mumbai,2013,41000,Diesel,Manual,First,19.0,1461,83.0,5.0,5.5,11,20.36761053154496
4458,Mitsubishi Pajero 2.8 SFX,Delhi,2012,45999,Diesel,Manual,First,10.0,2835,107.0,6.0,11.0,12,22.862326043737575
4459,Maruti Celerio VXI AT,Pune,2015,50000,Petrol,Automatic,First,23.0,998,67.0,5.0,3.9,9,24.81389578163772
4460,Tata Indica V2 DLS BSIII,Pune,2013,70000,Diesel,Manual,First,17.0,1405,48.0,5.0,1.8,11,34.77396920019871
4461,Hyundai Elite i20 Petrol Asta,Kochi,2016,37540,Petrol,Manual,First,18.0,1197,81.0,5.0,6.22,8,18.621031746031747
4462,Maruti Celerio VXI AT,Hyderabad,2014,44000,Petrol,Automatic,First,23.0,998,67.0,5.0,4.3,10,21.847070506454816
4463,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,Petrol,Manual,First,18.0,1197,81.0,5.0,5.99,7,11.155180961824492
4464,Hyundai i20 1.2 Magna Executive,Delhi,2017,17431,Petrol,Manual,First,18.0,1197,81.0,5.0,6.0,7,8.642042637580564
4465,Hyundai Verna 1.6 SX VTVT (O),Delhi,2014,61566,Petrol,Manual,First,17.0,1591,121.0,5.0,5.85,10,30.56901688182721
4466,Land Rover Freelander 2 SE,Kochi,2014,61730,Diesel,Automatic,First,12.0,2179,147.0,5.0,19.94,10,30.650446871896722
4467,Maruti Swift VXI BSIII,Chennai,2009,68000,Petrol,Manual,First,16.0,1298,88.0,5.0,2.9,15,33.84768541562967
4468,Honda Amaze SX i-VTEC,Mumbai,2014,29000,Petrol,Manual,First,18.0,1198,86.0,5.0,4.25,10,14.399205561072492
4469,Toyota Corolla Altis Diesel D4DG,Hyderabad,2010,156210,Diesel,Manual,First,21.0,1364,87.0,5.0,5.99,14,77.71641791044776
4470,Honda Amaze S Diesel,Kolkata,2013,46500,Diesel,Manual,First,27.0,1498,98.0,5.0,3.3,11,23.09985096870343
4471,Audi A6 3.0 TDI quattro,Coimbatore,2009,52830,Diesel,Automatic,Second,16.0,2967,241.0,5.0,8.08,15,26.2966650074664
4472,Maruti Wagon R VXI,Jaipur,2017,39867,Petrol,Manual,First,22.0,998,67.0,5.0,4.5,7,19.765493306891422
4473,Honda Mobilio E i DTEC,Hyderabad,2014,58972,Diesel,Manual,First,24.0,1498,98.0,7.0,6.5,10,29.28103277060576
4474,Honda CR-V 2.4 4WD AT,Bangalore,2006,66000,Petrol,Automatic,Second,10.0,2354,152.0,5.0,3.9,18,32.901296111665005
4475,Hyundai Verna 1.6 SX VTVT (O),Delhi,2013,52000,Petrol,Manual,First,17.0,1591,121.0,5.0,5.25,11,25.8320914058619
4476,Hyundai Santa Fe 4x4 AT,Bangalore,2014,58000,Diesel,Automatic,First,11.0,2199,194.0,7.0,17.0,10,28.798411122144984
4477,Hyundai i10 Sportz AT,Ahmedabad,2012,58000,Petrol,Automatic,First,16.0,1197,78.0,5.0,3.5,12,28.82703777335984
4478,Ford Fusion Plus 1.4 TDCi Diesel,Hyderabad,2008,75000,Diesel,Manual,Second,17.0,1399,68.0,5.0,3.0,16,37.35059760956175
4479,Hyundai i10 Sportz,Coimbatore,2015,41008,Petrol,Manual,Second,20.0,1197,78.0,5.0,4.87,9,20.35136476426799
4480,Hyundai Xcent 1.1 CRDi SX Option,Jaipur,2014,65000,Diesel,Manual,First,24.0,1120,71.0,5.0,6.0,10,32.27408142999007
4481,Skoda Superb Style 2.0 TDI AT,Mumbai,2015,19000,Diesel,Automatic,First,18.0,1968,174.0,5.0,15.5,9,9.429280397022332
4482,Ford Fiesta 1.4 Duratec EXI,Pune,2008,74000,Petrol,Manual,Second,16.0,1388,68.0,5.0,1.6,16,36.852589641434264
4483,Maruti Baleno Zeta Automatic,Pune,2017,33000,Petrol,Automatic,First,21.0,1197,83.0,5.0,7.25,7,16.36093207734259
4484,Skoda Laura 1.9 TDI MT Ambiente,Mumbai,2010,95000,Diesel,Manual,Second,17.0,1896,105.0,5.0,3.25,14,47.2636815920398
4485,Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,34000,Diesel,Manual,First,20.0,1498,108.0,5.0,3.4,12,16.898608349900595
4486,Audi Q7 3.0 TDI Quattro Technology,Coimbatore,2014,102865,Diesel,Automatic,First,12.0,2967,241.0,7.0,30.5,10,51.074975173783514
4487,Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,52378,Petrol,Manual,First,17.0,1591,121.0,5.0,7.97,8,25.981150793650794
4488,Mercedes-Benz New C-Class 220 CDI AT,Delhi,2012,38000,Diesel,Automatic,First,14.0,2143,170.0,5.0,13.51,12,18.88667992047714
4489,Honda Amaze S i-Dtech,Kochi,2015,60334,Diesel,Manual,First,25.0,1498,98.0,5.0,5.43,9,29.9424317617866
4490,Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,2010,107000,Petrol,Manual,First,16.0,1388,68.0,5.0,2.6,14,53.233830845771145
4491,Hyundai i20 Magna Optional 1.2,Bangalore,2013,445000,Petrol,Manual,First,18.0,1197,82.0,5.0,4.45,11,221.06308991554894
4492,Maruti Alto 800 LXI,Kolkata,2017,2196,Petrol,Manual,First,22.0,796,47.0,5.0,2.75,7,1.0887456618740703
4493,BMW 5 Series 530i Sedan,Kolkata,2010,24000,Petrol,Automatic,First,10.0,2996,258.0,5.0,8.75,14,11.940298507462687
4494,Fiat Grande Punto 1.4 Emotion,Coimbatore,2015,44846,Petrol,Manual,Second,14.0,1368,88.0,5.0,5.41,9,22.2560794044665
4495,Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,Diesel,Automatic,First,28.0,1248,73.0,5.0,8.55,6,31.73191278493558
4496,Mahindra XUV500 W6 2WD,Mumbai,2014,45600,Diesel,Manual,First,15.0,2179,140.0,7.0,8.25,10,22.641509433962263
4497,Volvo XC90 2007-2015 D5 AT AWD,Kochi,2014,102001,Diesel,Automatic,First,11.0,2400,200.0,7.0,23.58,10,50.645978152929494
4498,Hyundai i10 Sportz 1.2,Coimbatore,2014,47439,Petrol,Manual,First,20.0,1197,78.0,5.0,4.49,10,23.554617676266137
4499,Toyota Fortuner 3.0 Diesel,Hyderabad,2010,193254,Diesel,Manual,First,11.0,2982,171.0,7.0,12.99,14,96.14626865671642
4500,Tata Nano XTA,Bangalore,2016,29000,Petrol,Automatic,First,21.0,624,37.0,4.0,2.8,8,14.384920634920634
4501,Renault Lodgy 110PS RxZ 8 Seater,Coimbatore,2016,51681,Diesel,Manual,First,19.0,1461,108.0,8.0,8.43,8,25.635416666666668
4502,Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2015,50000,Diesel,Automatic,First,12.0,2967,241.0,7.0,47.5,9,24.81389578163772
4503,Honda City i VTEC CVT VX,Mumbai,2016,42666,Petrol,Automatic,First,18.0,1497,117.0,5.0,8.95,8,21.163690476190474
4504,Renault Duster 110PS Diesel RxL,Jaipur,2013,65000,Diesel,Manual,Second,19.0,1461,108.0,5.0,5.5,11,32.290114257327375
4505,Honda Amaze S i-VTEC,Jaipur,2014,18776,Petrol,Manual,First,17.0,1198,86.0,5.0,4.75,10,9.3227408142999
4506,Honda Amaze S i-Vtech,Jaipur,2016,6714,Petrol,Manual,First,18.0,1198,86.0,5.0,4.75,8,3.330357142857143
4507,BMW 3 Series 320i,Pune,2009,40000,Petrol,Automatic,Second,12.0,1995,154.0,5.0,9.5,15,19.91040318566451
4508,Maruti Ritz LDi,Coimbatore,2011,88539,Diesel,Manual,First,23.0,1248,73.0,5.0,3.77,13,44.02734957732471
4509,Honda City 1.5 S MT,Delhi,2012,65055,Petrol,Manual,Second,17.0,1497,118.0,5.0,4.25,12,32.333499005964214
4510,BMW 3 Series 320d Sport Line,Mumbai,2014,23000,Diesel,Automatic,First,18.0,1995,184.0,5.0,19.9,10,11.420059582919563
4511,Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Chennai,2009,60000,Diesel,Manual,First,15.0,1896,105.0,5.0,4.0,15,29.865604778496763
4512,Maruti Swift Dzire LXI,Kochi,2013,59350,Petrol,Manual,First,19.0,1197,85.0,5.0,4.16,11,29.483358171882763
4513,Jaguar XF 2.2 Litre Executive,Bangalore,2015,19000,Diesel,Automatic,Second,16.0,2179,187.0,5.0,38.0,9,9.429280397022332
4514,Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,2016,45560,Petrol,Automatic,First,16.0,1197,82.0,5.0,6.34,8,22.599206349206348
4515,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Pune,2009,118000,Diesel,Manual,First,12.0,2494,102.0,8.0,4.5,15,58.7356893977103
4516,Maruti Eeco 7 Seater Standard,Chennai,2016,55000,Petrol,Manual,First,15.0,1196,73.0,7.0,3.75,8,27.28174603174603
4517,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,Diesel,Automatic,Second,15.0,1968,140.0,5.0,10.2,12,29.821073558648113
4518,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Chennai,2007,145000,Diesel,Manual,First,12.0,2494,102.0,8.0,5.0,17,72.24713502740408
4519,Maruti Grand Vitara MT,Mumbai,2008,46810,Petrol,Manual,First,9.0,1995,163.0,5.0,3.95,16,23.311752988047807
4520,Volkswagen Vento 1.5 TDI Highline,Coimbatore,2016,62767,Diesel,Manual,First,20.0,1498,103.0,5.0,9.75,8,31.134424603174605
4521,Hyundai Elite i20 Petrol Asta,Kochi,2018,18553,Petrol,Manual,First,18.0,1197,81.0,5.0,7.93,6,9.193756194251735
4522,Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2011,143143,Diesel,Manual,First,17.0,1399,67.0,5.0,2.1,13,71.18000994530084
4523,Mitsubishi Pajero Sport 4X4,Coimbatore,2015,53497,Diesel,Manual,First,13.0,2477,175.0,7.0,16.42,9,26.54937965260546
4524,Hyundai Santa Fe 4X4,Bangalore,2011,148000,Diesel,Manual,Second,14.0,2199,194.0,7.0,8.9,13,73.59522625559423
4525,Mahindra XUV500 W8 2WD,Pune,2012,95000,Diesel,Manual,First,15.0,2179,140.0,7.0,7.21,12,47.216699801192846
4526,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2015,100000,Diesel,Manual,First,12.0,2494,102.0,8.0,13.5,9,49.62779156327544
4527,Mercedes-Benz GLE 350d,Chennai,2016,29000,Diesel,Automatic,First,11.0,2987,254.0,5.0,65.0,8,14.384920634920634
4528,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Bangalore,2014,87000,Diesel,Manual,First,12.0,2179,120.0,7.0,7.4,10,43.197616683217475
4529,Honda City 1.5 S AT,Kochi,2014,56838,Petrol,Automatic,First,16.0,1497,118.0,5.0,5.15,10,28.221449851042703
4530,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2013,100000,Diesel,Automatic,First,12.0,2987,224.0,7.0,32.0,11,49.67709885742673
4531,Honda City 1.5 S MT,Kolkata,2011,125000,Petrol,Manual,First,17.0,1497,118.0,5.0,3.25,13,62.158130283441075
4532,Maruti Wagon R VXI AMT,Kolkata,2017,17000,Petrol,Automatic,First,22.0,998,67.0,5.0,3.95,7,8.428358948934061
4533,Tata Indigo eCS GLE BSIII,Pune,2013,70000,Petrol,Manual,Second,15.0,1193,65.0,5.0,1.5,11,34.77396920019871
4534,Hyundai i20 2015-2017 1.2 Asta with AVN,Pune,2010,50000,Petrol,Manual,Second,17.0,1197,80.0,5.0,3.0,14,24.875621890547265
4535,Honda Jazz Active,Kolkata,2010,39800,Petrol,Manual,First,16.0,1198,90.0,5.0,1.99,14,19.800995024875622
4536,Maruti A-Star Lxi,Kolkata,2010,60000,Petrol,Manual,First,19.0,998,66.0,5.0,1.35,14,29.850746268656717
4537,BMW 3 Series 320d Highline,Hyderabad,2009,58000,Diesel,Automatic,First,16.0,1995,181.0,5.0,13.5,15,28.87008461921354
4538,Skoda Yeti Elegance,Hyderabad,2010,110009,Diesel,Manual,First,17.0,1968,138.0,5.0,6.99,14,54.73084577114428
4539,Nissan Terrano XV Premium 110 PS,Hyderabad,2013,85000,Diesel,Manual,First,19.0,1461,108.0,5.0,8.5,11,42.22553402881272
4540,Volkswagen Polo Diesel Comfortline 1.2L,Pune,2010,84000,Diesel,Manual,Second,22.0,1199,73.0,5.0,2.89,14,41.791044776119406
4541,BMW 3 Series 320d,Mumbai,2011,51000,Diesel,Automatic,First,22.0,1995,190.0,5.0,10.5,13,25.360517155643958
4542,Nissan Sunny 2011-2014 XL,Kochi,2013,68880,Petrol,Manual,First,16.0,1498,97.0,5.0,3.97,11,34.21758569299553
4543,Maruti Alto K10 VXI AGS,Chennai,2017,5500,Petrol,Automatic,First,24.0,998,67.0,5.0,4.25,7,2.7268220128904312
4544,Maruti Ritz ZXI,Coimbatore,2016,40052,Petrol,Manual,First,21.0,1197,85.0,5.0,6.17,8,19.86706349206349
4545,Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2016,47293,Diesel,Automatic,First,14.0,1968,174.0,5.0,38.72,8,23.458829365079364
4546,Hyundai Verna CRDi SX,Hyderabad,2013,79663,Diesel,Manual,First,16.0,1493,110.0,5.0,6.5,11,39.57426726279185
4547,Honda Amaze S i-Dtech,Jaipur,2013,63000,Diesel,Manual,Second,25.0,1498,98.0,5.0,4.25,11,31.296572280178836
4548,Honda City i DTEC SV,Kolkata,2014,45000,Diesel,Manual,First,26.0,1498,98.0,5.0,4.75,10,22.34359483614697
4549,Toyota Fortuner TRD Sportivo 2.8 2WD AT,Kochi,2014,56501,Diesel,Automatic,First,12.0,2755,174.0,7.0,17.71,10,28.054121151936446
4550,Volkswagen Vento 1.5 TDI Highline,Jaipur,2015,58000,Diesel,Manual,First,20.0,1498,103.0,5.0,5.85,9,28.78411910669975
4551,BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,Diesel,Automatic,First,22.0,1995,190.0,5.0,17.27,13,25.65987071108901
4552,BMW 3 Series 320d Sedan,Hyderabad,2007,74199,Diesel,Automatic,First,16.0,1995,181.0,5.0,9.25,17,36.970104633781766
4553,Hyundai Creta 1.6 SX Plus Petrol Automatic,Ahmedabad,2017,25000,Petrol,Automatic,First,13.0,1591,121.0,5.0,12.75,7,12.394645513138324
4554,BMW 3 Series Luxury Line,Pune,2016,70000,Diesel,Automatic,Second,21.0,1995,190.0,5.0,27.0,8,34.72222222222222
4555,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2013,25000,Diesel,Automatic,Second,14.0,2143,167.0,5.0,21.0,11,12.419274714356682
4556,Maruti Swift Dzire VDI,Hyderabad,2017,22000,Diesel,Manual,First,26.0,1248,74.0,5.0,7.95,7,10.907288051561725
4557,Maruti Celerio ZXI,Hyderabad,2015,47020,Petrol,Manual,Second,23.0,998,67.0,5.0,4.5,9,23.33498759305211
4558,BMW 3 Series 320d GT Luxury Line,Mumbai,2017,8000,Diesel,Automatic,First,19.0,1995,187.0,5.0,33.75,7,3.966286564204264
4559,Audi Q7 4.2 TDI Quattro Technology,Delhi,2010,73000,Diesel,Automatic,First,11.0,4134,335.0,7.0,17.51,14,36.318407960199
4560,Honda Jazz V,Kochi,2017,36973,Petrol,Manual,First,18.0,1199,88.0,5.0,6.8,7,18.33068914229053
4561,Tata Nano Cx BSIV,Coimbatore,2014,42083,Petrol,Manual,First,25.0,624,37.0,4.0,1.68,10,20.895233366434955
4562,Maruti Alto 800 2016-2019 LXI,Chennai,2016,61000,Petrol,Manual,First,24.0,796,47.0,5.0,2.9,8,30.25793650793651
4563,Maruti Wagon R VXI,Mumbai,2014,43628,Petrol,Manual,First,22.0,998,67.0,5.0,3.16,10,21.662363455809334
4564,Hyundai Xcent 1.1 CRDi Base,Jaipur,2014,60000,Diesel,Manual,First,24.0,1120,71.0,5.0,3.9,10,29.791459781529294
4565,Chevrolet Beat LT,Delhi,2010,54000,Petrol,Manual,Second,17.0,1199,76.0,5.0,1.95,14,26.865671641791046
4566,Jaguar XF 2.2 Litre Luxury,Kochi,2015,27001,Diesel,Automatic,First,16.0,2179,187.0,5.0,26.52,9,13.4
4567,Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2010,52000,Diesel,Automatic,First,18.0,1968,167.0,5.0,9.0,14,25.870646766169155
4568,Hyundai i20 Asta 1.4 CRDi,Hyderabad,2012,80000,Diesel,Manual,First,21.0,1396,88.0,5.0,4.5,12,39.761431411530815
4569,Mitsubishi Pajero 2.8 SFX,Chennai,2008,160000,Diesel,Manual,First,10.0,2835,107.0,6.0,8.75,16,79.6812749003984
4570,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,Diesel,Automatic,First,24.0,1248,88.0,5.0,11.5,6,1.635282457879088
4571,Maruti Alto K10 LXI,Delhi,2016,35027,Petrol,Manual,First,24.0,998,67.0,5.0,3.0,8,17.37450396825397
4572,Hyundai EON Magna Plus,Coimbatore,2015,26568,Petrol,Manual,First,21.0,814,55.0,5.0,3.79,9,13.185111662531018
4573,Maruti Ciaz VDi Plus SHVS,Ahmedabad,2015,59000,Diesel,Manual,First,28.0,1248,88.0,5.0,6.0,9,29.280397022332505
4574,Hyundai Creta 1.6 CRDi SX Option,Bangalore,2016,51000,Diesel,Manual,First,19.0,1582,126.0,5.0,13.25,8,25.297619047619047
4575,Skoda Superb Ambition 2.0 TDI CR AT,Delhi,2012,56400,Diesel,Automatic,First,17.0,1968,138.0,5.0,8.0,12,28.031809145129223
4576,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,80000,Diesel,Manual,First,20.0,1498,88.0,5.0,5.8,9,39.702233250620345
4578,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2013,107000,Diesel,Manual,Second,12.0,2494,100.0,7.0,13.5,11,53.1544957774466
4579,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2014,100000,Diesel,Automatic,First,14.0,2143,203.0,5.0,25.0,10,49.65243296921549
4580,Volkswagen Polo 1.5 TDI Highline,Kochi,2016,59998,Diesel,Manual,First,20.0,1498,88.0,5.0,5.49,8,29.7609126984127
4581,Audi Q3 2.0 TDI,Hyderabad,2013,105000,Diesel,Automatic,First,17.0,1968,150.0,5.0,19.0,11,52.16095380029806
4582,Hyundai i20 1.2 Magna,Kolkata,2011,36000,Petrol,Manual,First,18.0,1197,80.0,5.0,2.5,13,17.901541521631028
4583,Hyundai i10 Sportz 1.1L,Kolkata,2015,24350,Petrol,Manual,Second,19.0,1086,68.0,5.0,3.0,9,12.084367245657567
4584,Tata Tigor 1.05 Revotorq XT,Kochi,2018,28973,Diesel,Manual,First,24.0,1047,69.0,5.0,6.64,6,14.357284440039644
4585,Hyundai EON Era,Kochi,2017,8243,Petrol,Manual,First,21.0,814,55.0,5.0,3.21,7,4.086762518591969
4586,Hyundai Santro Xing GLS,Chennai,2009,136642,Petrol,Manual,Second,17.0,1086,62.0,5.0,1.55,15,68.01493280238925
4587,Hyundai Santro Xing GLS,Hyderabad,2011,60000,Petrol,Manual,First,17.0,1086,62.0,5.0,2.59,13,29.835902536051716
4588,Mahindra Scorpio SLX,Chennai,2008,100000,Diesel,Manual,Second,12.0,2609,120.0,8.0,4.0,16,49.800796812749006
4589,Honda City i-VTEC S,Jaipur,2010,48689,Petrol,Manual,First,17.0,1497,117.0,5.0,3.87,14,24.223383084577115
4590,Maruti Vitara Brezza ZDi,Bangalore,2017,45000,Diesel,Manual,First,24.0,1248,88.0,5.0,9.75,7,22.310361923648983
4591,Audi A4 35 TDI Technology Edition,Kochi,2019,38163,Diesel,Automatic,First,17.0,1968,174.0,5.0,32.91,5,18.901931649331353
